filename,angle,smooth_angle,smooth_convert,Unnamed: 4,filename.1,angle_convert,Unnamed: 7,Unnamed: 8,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,az,angle.1,angle_smooth,angle_convert_org,Anamoly
center/10702.jpg,-40.34,-69.97010942,-1.221208767,,center/10702.jpg,-1.221208788,,,,,,,,,,,,,0
center/10703.jpg,-37.82,-67.94793646,-1.1859151909999999,,center/10703.jpg,-1.185915211,,,,,,,,,,,,,0
center/10704.jpg,-35.29,-65.90452501,-1.150250934,,center/10704.jpg,-1.150250954,,,,,,,,,,,,,0
center/10705.jpg,-32.77,-63.84128146,-1.114240541,,center/10705.jpg,-1.11424056,,,,,,,,,,,,,0
center/10706.jpg,-30.55,-61.77153569,-1.0781166629999999,,center/10706.jpg,-0.8446569623512428,,,,,,,,,,,,,1
center/10707.jpg,-28.74,-59.7125697,-1.042180928,,center/10707.jpg,-1.042180946,,,,,,,,,,,,,0
center/10708.jpg,-26.82,-57.65938258,-1.006346054,,center/10708.jpg,-1.0063460709999998,,,,,,,,,,,,,0
center/10709.jpg,-26.02,-55.65868247,-0.97142725,,center/10709.jpg,-0.971427267,,,,,,,,,,,,,0
center/10710.jpg,-24.5,-53.67829858,-0.9368630309999999,,center/10710.jpg,-0.378045630927606,,,,,,,,,,,,,1
center/10711.jpg,-22.99,-51.71789628,-0.902647557,,center/10711.jpg,-1.458927697128424,,,,,,,,,,,,,1
center/10712.jpg,-20.47,-49.73373402,-0.8680173929999999,,center/10712.jpg,-0.8680174079999999,,,,,,,,,,,,,0
center/10713.jpg,-17.14,-47.69300155,-0.832399893,,center/10713.jpg,-0.4691920090708084,,,,,,,,,,,,,1
center/10714.jpg,-14.32,-45.6198701,-0.7962169240000001,,center/10714.jpg,-0.7962169379999999,,,,,,,,,,,,,0
center/10715.jpg,-13.82,-43.61241013,-0.761180139,,center/10715.jpg,-0.761180152,,,,,,,,,,,,,0
center/10716.jpg,-13.21,-41.66420206,-0.7271774940000001,,center/10716.jpg,-0.727177506,,,,,,,,,,,,,0
center/10717.jpg,-11.39,-39.72147496,-0.69327051,,center/10717.jpg,-0.6932705220000001,,,,,,,,,,,,,0
center/10718.jpg,-9.28,-37.77159838,-0.6592387439999999,,center/10718.jpg,-1.3684657214603217,,,,,,,,,,,,,1
center/10719.jpg,-7.16,-35.8144639,-0.625080304,,center/10719.jpg,-0.625080315,,,,,,,,,,,,,0
center/10720.jpg,-5.24,-33.85891253,-0.590949495,,center/10720.jpg,-0.590949505,,,,,,,,,,,,,0
center/10721.jpg,-3.83,-31.92669331,-0.5572259079999999,,center/10721.jpg,-0.557225918,,,,,,,,,,,,,0
center/10722.jpg,-1.41,-29.97360606,-0.523138105,,center/10722.jpg,-0.523138114,,,,,,,,,,,,,0
center/10723.jpg,0.91,-28.00489492,-0.488777615,,center/10723.jpg,-0.488777623,,,,,,,,,,,,,0
center/10724.jpg,3.23,-26.02128306,-0.45415705700000003,,center/10724.jpg,-1.2860093137479718,,,,,,,,,,,,,1
center/10725.jpg,0.0,-24.26504872,-0.423504986,,center/10725.jpg,-0.423504993,,,,,,,,,,,,,0
center/10726.jpg,5.95,-22.32485306,-0.389642184,,center/10726.jpg,0.34480261333540435,,,,,,,,,,,,,1
center/10727.jpg,7.56,-20.39881848,-0.35602654,,center/10727.jpg,-0.679158435968318,,,,,,,,,,,,,1
center/10728.jpg,8.07,-18.53411568,-0.323481337,,center/10728.jpg,-0.32348134300000003,,,,,,,,,,,,,0
center/10729.jpg,8.17,-16.74729023,-0.29229535,,center/10729.jpg,-0.292295355,,,,,,,,,,,,,0
center/10730.jpg,8.37,-15.03197009,-0.262357367,,center/10730.jpg,-0.262357371,,,,,,,,,,,,,0
center/10731.jpg,8.97,-13.36781197,-0.23331232899999998,,center/10731.jpg,-0.233312333,,,,,,,,,,,,,0
center/10732.jpg,9.38,-11.76214152,-0.205288093,,center/10732.jpg,-0.205288097,,,,,,,,,,,,,0
center/10733.jpg,9.98,-10.20415077,-0.178096025,,center/10733.jpg,0.5240517165934925,,,,,,,,,,,,,1
center/10734.jpg,10.08,-8.71661341,-0.152133601,,center/10734.jpg,0.36567452257186106,,,,,,,,,,,,,1
center/10735.jpg,10.08,-7.302720873999999,-0.127456521,,center/10735.jpg,-0.12745652400000002,,,,,,,,,,,,,0
center/10736.jpg,10.18,-5.95550866,-0.10394323300000001,,center/10736.jpg,-0.7215599933307625,,,,,,,,,,,,,1
center/10737.jpg,9.78,-4.69962179,-0.082023872,,center/10737.jpg,-0.08202387400000001,,,,,,,,,,,,,0
center/10738.jpg,9.68,-3.51695708,-0.06138248,,center/10738.jpg,-0.061382480999999996,,,,,,,,,,,,,0
center/10739.jpg,9.68,-2.4000616040000002,-0.041888977,,center/10739.jpg,-0.041888977,,,,,,,,,,,,,0
center/10740.jpg,9.68,-1.3471075319999999,-0.023511461,,center/10740.jpg,-0.023511462,,,,,,,,,,,,,0
center/10741.jpg,9.28,-0.38037415700000005,-0.006638781,,center/10741.jpg,-0.006638781,,,,,,,,,,,,,0
center/10742.jpg,8.77,0.494587922,0.008632188,,center/10742.jpg,0.008632188,,,,,,,,,,,,,0
center/10743.jpg,8.17,1.2727996940000001,0.022214545,,center/10743.jpg,0.022214545,,,,,,,,,,,,,0
center/10744.jpg,7.06,1.917476935,0.033466285,,center/10744.jpg,0.033466286,,,,,,,,,,,,,0
center/10745.jpg,6.35,2.457149903,0.042885355,,center/10745.jpg,0.042885356,,,,,,,,,,,,,0
center/10746.jpg,5.45,2.87250541,0.050134675999999996,,center/10746.jpg,-0.8316470313592526,,,,,,,,,,,,,1
center/10747.jpg,4.84,3.186536293,0.05561554900000001,,center/10747.jpg,0.05561555,,,,,,,,,,,,,0
center/10748.jpg,4.44,3.4190442589999996,0.059673579000000004,,center/10748.jpg,0.05967358,,,,,,,,,,,,,0
center/10749.jpg,4.13,3.578359885,0.062454160999999994,,center/10749.jpg,0.062454162,,,,,,,,,,,,,0
center/10750.jpg,3.83,3.658076695,0.063845482,,center/10750.jpg,0.063845483,,,,,,,,,,,,,0
center/10751.jpg,3.53,3.607259572,0.062958555,,center/10751.jpg,0.062958557,,,,,,,,,,,,,0
center/10752.jpg,3.33,3.522220008,0.061474335,,center/10752.jpg,0.061474336,,,,,,,,,,,,,0
center/10753.jpg,3.23,3.434148257,0.059937193,,center/10753.jpg,0.059937194000000006,,,,,,,,,,,,,0
center/10754.jpg,3.13,3.343695832,0.0583585,,center/10754.jpg,0.8291522153293279,,,,,,,,,,,,,1
center/10755.jpg,2.92,3.2308723610000003,0.05638935900000001,,center/10755.jpg,0.05638936,,,,,,,,,,,,,0
center/10756.jpg,2.72,3.10306037,0.054158619000000005,,center/10756.jpg,0.05415862,,,,,,,,,,,,,0
center/10757.jpg,2.62,2.9799302589999996,0.052009594000000006,,center/10757.jpg,0.052009595,,,,,,,,,,,,,0
center/10758.jpg,2.42,2.8440616010000004,0.049638238,,center/10758.jpg,0.049638239,,,,,,,,,,,,,0
center/10759.jpg,2.32,2.714059145,0.047369267,,center/10759.jpg,-0.16321779734919328,,,,,,,,,,,,,1
center/10760.jpg,2.32,2.606560184,0.045493057,,center/10760.jpg,0.045493057,,,,,,,,,,,,,0
center/10761.jpg,2.22,2.500429391,0.043640725,,center/10761.jpg,0.043640726,,,,,,,,,,,,,0
