time,time1,width,height,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,az,angle,angle_smooth.1,angle_convert_org,Anamoly
2018/7/1,17:11:37:11,,,,center/2188.jpg,0.01190322,0.682004284,0.01190322,,,,,,,,0.5,0.682004284,0.008726646,0
2018/7/1,17:11:37:81,,,,center/2189.jpg,0.010782161,0.61777234,0.010782161,,,,,,,,0.5,0.61777234,0.008726646,0
2018/7/1,17:11:37:111,,,,center/2190.jpg,0.008250185,0.472700773,0.008250185,,,,,,,,0,0.472700773,0,0
2018/7/1,17:11:37:150,,,,center/2191.jpg,0.008566661,0.490833518,0.008566661,,,,,,,,0.5,0.490833518,0.008726646,0
2018/7/1,17:11:37:180,,,,center/2192.jpg,0.00871955,0.499593404,0.00871955,,,,,,,,0.5,0.499593404,0.008726646,0
2018/7/1,17:11:37:279,,,,center/2193.jpg,-0.475828273,0.500691075,0.008738708,,,,,,,,0.5,0.500691075,0.008726646,1
2018/7/1,17:11:37:309,,,,center/2194.jpg,-0.680839836,0.499127759,0.008711423,,,,,,,,0.5,0.499127759,0.008726646,1
2018/7/1,17:11:37:348,,,,center/2195.jpg,0.008743289,0.500953564,0.008743289,,,,,,,,0.5,0.500953564,0.008726646,0
2018/7/1,17:11:37:405,,,,center/2196.jpg,0.008709472,0.499015968,0.008709472,,,,,,,,0.5,0.499015968,0.008726646,0
2018/7/1,17:11:37:447,,,,center/2197.jpg,0.009515619,0.545204802,0.009515619,,,,,,,,0.61,0.545204802,0.010646508,0
2018/7/1,17:11:37:538,,,,center/2198.jpg,-0.209765206,0.577469322,0.010078741,,,,,,,,0.61,0.577469322,0.010646508,1
2018/7/1,17:11:37:578,,,,center/2199.jpg,0.010434456,0.597850318,0.010434456,,,,,,,,0.61,0.597850318,0.010646508,0
2018/7/1,17:11:37:636,,,,center/2200.jpg,0.010618937,0.608420276,0.010618937,,,,,,,,0.61,0.608420276,0.010646508,0
2018/7/1,17:11:37:676,,,,center/2201.jpg,0.010666284,0.611133074,0.010666284,,,,,,,,0.61,0.611133074,0.010646508,0
2018/7/1,17:11:37:705,,,,center/2202.jpg,0.010628346,0.608959361,0.010628346,,,,,,,,0.61,0.608959361,0.010646508,0
2018/7/1,17:11:37:776,,,,center/2203.jpg,0.010664192,0.611013186,0.010664192,,,,,,,,0.61,0.611013186,0.010646508,0
2018/7/1,17:11:37:838,,,,center/2204.jpg,0.269117462,0.608995643,0.010628979,,,,,,,,0.61,0.608995643,0.010646508,1
2018/7/1,17:11:37:907,,,,center/2205.jpg,0.011826761,0.67762348,0.011826761,,,,,,,,0.81,0.67762348,0.014137167,0
2018/7/1,17:11:37:936,,,,center/2206.jpg,0.012733428,0.729571696,0.012733428,,,,,,,,0.81,0.729571696,0.014137167,0
2018/7/1,17:11:37:966,,,,center/2207.jpg,0.013383827,0.766836823,0.013383827,,,,,,,,0.81,0.766836823,0.014137167,0
2018/7/1,17:11:38:7,,,,center/2208.jpg,0.014339102,0.821570028,0.014339102,,,,,,,,0.91,0.821570028,0.015882496,0
2018/7/1,17:11:38:108,,,,center/2209.jpg,-0.605964289,0.908878607,0.015862924,,,,,,,,1.11,0.908878607,0.019373154,1
2018/7/1,17:11:38:137,,,,center/2210.jpg,0.017061171,0.977533081,0.017061171,,,,,,,,1.11,0.977533081,0.019373154,0
2018/7/1,17:11:38:167,,,,center/2211.jpg,0.017968251,1.029504944,0.017968251,,,,,,,,1.11,1.029504944,0.019373154,0
