time,time1,width,height,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,az,angle,angle_smooth.1,angle_convert_org,Anamoly
2018/7/1,17:20:30:525,,,,center/12169.jpg,0.639165376,36.6214791,0.639165376,,,,,,,,37.209999,36.6214791,0.649436986,0
2018/7/1,17:20:30:563,,,,center/12170.jpg,0.638987758,36.61130233,0.638987758,,,,,,,,36.610001,36.61130233,0.638965046,0
2018/7/1,17:20:30:631,,,,center/12171.jpg,0.635951331,36.43732787,0.635951331,,,,,,,,35.799999,36.43732787,0.624827844,0
2018/7/1,17:20:30:691,,,,center/12172.jpg,0.631082472,36.15836278,0.631082472,,,,,,,,34.790001,36.15836278,0.607200054,0
2018/7/1,17:20:30:732,,,,center/12173.jpg,0.624862914,35.80200833,0.624862914,,,,,,,,33.779999,35.80200833,0.589572194,0
2018/7/1,17:20:30:790,,,,center/12174.jpg,0.617390582,35.37387525,0.617390582,,,,,,,,32.669998,35.37387525,0.570199022,0
2018/7/1,17:20:30:830,,,,center/12175.jpg,0.609337916,34.91249146,0.609337916,,,,,,,,31.870001,34.91249146,0.556236441,0
2018/7/1,17:20:30:887,,,,center/12176.jpg,0.600465225,34.4041237,0.600465225,,,,,,,,30.860001,34.4041237,0.538608615,0
2018/7/1,17:20:30:959,,,,center/12177.jpg,0.110806933,33.82290288,0.590321008,,,,,,,,29.450001,33.82290288,0.513999473,1
2018/7/1,17:20:30:989,,,,center/12178.jpg,0.580550491,33.26309351,0.580550491,,,,,,,,29.139999,33.26309351,0.508588918,0
2018/7/1,17:20:31:56,,,,center/12179.jpg,0.19251995,32.62244086,0.569368993,,,,,,,,27.530001,32.62244086,0.480489152,1
2018/7/1,17:20:31:86,,,,center/12180.jpg,0.842316633,31.96923339,0.557968372,,,,,,,,26.719999,31.96923339,0.466351951,1
2018/7/1,17:20:31:124,,,,center/12181.jpg,0.546112828,31.28996073,0.546112828,,,,,,,,25.709999,31.28996073,0.448724126,0
2018/7/1,17:20:31:192,,,,center/12182.jpg,0.532266838,30.49664392,0.532266838,,,,,,,,23.389999,30.49664392,0.408232488,0
2018/7/1,17:20:31:252,,,,center/12183.jpg,0.517595621,29.65604507,0.517595621,,,,,,,,21.879999,29.65604507,0.381878016,0
2018/7/1,17:20:31:292,,,,center/12184.jpg,0.503084436,28.82461543,0.503084436,,,,,,,,21.18,28.82461543,0.369660729,0
2018/7/1,17:20:31:350,,,,center/12185.jpg,1.044856046,27.99458783,0.488597722,,,,,,,,20.370001,27.99458783,0.35552358,1
2018/7/1,17:20:31:389,,,,center/12186.jpg,0.474606493,27.19294942,0.474606493,,,,,,,,19.969999,27.19294942,0.348542228,0
2018/7/1,17:20:31:446,,,,center/12187.jpg,1.261359141,26.41761043,0.461074275,,,,,,,,19.559999,26.41761043,0.341386378,1
2018/7/1,17:20:31:516,,,,center/12188.jpg,0.447512926,25.6406024,0.447512926,,,,,,,,18.76,25.6406024,0.327423762,0
2018/7/1,17:20:31:555,,,,center/12189.jpg,0.434508711,24.89551571,0.434508711,,,,,,,,18.450001,24.89551571,0.322013259,0
2018/7/1,17:20:31:613,,,,center/12190.jpg,0.404747214,23.1903075,0.404747214,,,,,,,,0,23.1903075,0,0
2018/7/1,17:20:31:654,,,,center/12191.jpg,0.393686684,22.55658582,0.393686684,,,,,,,,17.549999,22.55658582,0.306305261,0
2018/7/1,17:20:31:711,,,,center/12192.jpg,0.787890805,21.97126878,0.383470975,,,,,,,,17.549999,21.97126878,0.306305261,1
2018/7/1,17:20:31:750,,,,center/12193.jpg,0.374067853,21.43250961,0.374067853,,,,,,,,17.549999,21.43250961,0.306305261,0
2018/7/1,17:20:31:812,,,,center/12194.jpg,0.365297606,20.93001145,0.365297606,,,,,,,,17.450001,20.93001145,0.304559967,0
2018/7/1,17:20:31:852,,,,center/12195.jpg,-0.146913642,20.43532444,0.356663689,,,,,,,,17.040001,20.43532444,0.297404117,1
2018/7/1,17:20:31:882,,,,center/12196.jpg,0.34817045,19.94869766,0.34817045,,,,,,,,16.639999,19.94869766,0.290422765,0
2018/7/1,17:20:31:949,,,,center/12197.jpg,0.339642376,19.46007501,0.339642376,,,,,,,,16.129999,19.46007501,0.281521586,0
2018/7/1,17:20:31:979,,,,center/12198.jpg,0.331858245,19.01407717,0.331858245,,,,,,,,16.129999,19.01407717,0.281521586,0
2018/7/1,17:20:32:80,,,,center/12199.jpg,0.656946082,18.52841234,0.323381795,,,,,,,,15.23,18.52841234,0.265813641,1
2018/7/1,17:20:32:147,,,,center/12200.jpg,0.313150006,17.94217399,0.313150006,,,,,,,,13.51,17.94217399,0.235793978,0
2018/7/1,17:20:32:205,,,,center/12201.jpg,0.301442741,17.27139713,0.301442741,,,,,,,,11.8,17.27139713,0.205948848,0
2018/7/1,17:20:32:244,,,,center/12202.jpg,0.289685689,16.59776764,0.289685689,,,,,,,,11.09,16.59776764,0.193557011,0
2018/7/1,17:20:32:343,,,,center/12203.jpg,0.277630796,15.90707315,0.277630796,,,,,,,,10.18,15.90707315,0.177674515,0
2018/7/1,17:20:32:409,,,,center/12204.jpg,1.145051464,15.23012931,0.265815897,,,,,,,,9.68,15.23012931,0.168947869,1
2018/7/1,17:20:32:438,,,,center/12205.jpg,-0.444419496,14.59567223,0.254742533,,,,,,,,9.58,14.59567223,0.167202539,1
2018/7/1,17:20:32:478,,,,center/12206.jpg,0.244378968,14.0018837,0.244378968,,,,,,,,9.48,14.0018837,0.16545721,0
2018/7/1,17:20:32:507,,,,center/12207.jpg,0.535186658,13.44694799,0.234693513,,,,,,,,9.38,13.44694799,0.163711881,1
2018/7/1,17:20:32:574,,,,center/12208.jpg,0.225799732,12.93737186,0.225799732,,,,,,,,9.38,12.93737186,0.163711881,0
2018/7/1,17:20:32:635,,,,center/12209.jpg,0.217665307,12.47130363,0.217665307,,,,,,,,9.38,12.47130363,0.163711881,0
2018/7/1,17:20:32:673,,,,center/12210.jpg,0.210098962,12.03778402,0.210098962,,,,,,,,9.28,12.03778402,0.161966552,0
2018/7/1,17:20:32:739,,,,center/12211.jpg,-0.473375777,11.63502099,0.203069421,,,,,,,,9.18,11.63502099,0.160221223,1
2018/7/1,17:20:32:768,,,,center/12212.jpg,0.536217832,11.27104997,0.196716929,,,,,,,,9.18,11.27104997,0.160221223,1
2018/7/1,17:20:32:807,,,,center/12213.jpg,0.994351497,10.94400591,0.191008933,,,,,,,,9.18,10.94400591,0.160221223,1
2018/7/1,17:20:32:836,,,,center/12214.jpg,0.185912801,10.65201902,0.185912801,,,,,,,,9.18,10.65201902,0.160221223,0
2018/7/1,17:20:32:907,,,,center/12215.jpg,0.739280725,10.39321425,0.181395805,,,,,,,,9.18,10.39321425,0.160221223,1
2018/7/1,17:20:32:973,,,,center/12216.jpg,0.177425118,10.16571062,0.177425118,,,,,,,,9.18,10.16571062,0.160221223,0
2018/7/1,17:20:33:30,,,,center/12217.jpg,-0.719756782,9.967620436,0.173967792,,,,,,,,9.18,9.967620436,0.160221223,1
2018/7/1,17:20:33:70,,,,center/12218.jpg,0.170990748,9.797048342,0.170990748,,,,,,,,9.18,9.797048342,0.160221223,0
2018/7/1,17:20:33:171,,,,center/12219.jpg,0.667722448,9.652090142,0.16846075,,,,,,,,9.18,9.652090142,0.160221223,1
2018/7/1,17:20:33:228,,,,center/12220.jpg,0.928063277,9.497116498,0.16575595,,,,,,,,8.97,9.497116498,0.156556031,1
2018/7/1,17:20:33:269,,,,center/12221.jpg,0.163807247,9.385464052,0.163807247,,,,,,,,9.08,9.385464052,0.158475893,0
2018/7/1,17:20:33:298,,,,center/12222.jpg,0.162224004,9.29475094,0.162224004,,,,,,,,9.08,9.29475094,0.158475893,0
2018/7/1,17:20:33:329,,,,center/12223.jpg,0.160972216,9.223028777,0.160972216,,,,,,,,9.08,9.223028777,0.158475893,0
2018/7/1,17:20:33:366,,,,center/12224.jpg,-0.410982162,9.168329833,0.16001754,,,,,,,,9.08,9.168329833,0.158475893,1
2018/7/1,17:20:33:466,,,,center/12225.jpg,-0.401238144,9.384240173,0.163785886,,,,,,,,10.29,9.384240173,0.179594377,1
2018/7/1,17:20:33:496,,,,center/12226.jpg,-0.301087637,8.494432653,0.148255815,,,,,,,,0,8.494432653,0,1
2018/7/1,17:20:33:536,,,,center/12227.jpg,0.15450533,8.852503463,0.15450533,,,,,,,,10.89,8.852503463,0.190066352,0
2018/7/1,17:20:33:565,,,,center/12228.jpg,0.16029754,9.184372658,0.16029754,,,,,,,,10.99,9.184372658,0.191811682,0
2018/7/1,17:20:33:595,,,,center/12229.jpg,0.165473522,9.480934596,0.165473522,,,,,,,,10.99,9.480934596,0.191811682,0
2018/7/1,17:20:33:637,,,,center/12230.jpg,0.170065989,9.744063589,0.170065989,,,,,,,,10.99,9.744063589,0.191811682,0
2018/7/1,17:20:33:725,,,,center/12231.jpg,-0.338646855,10.01146134,0.17473296,,,,,,,,11.29,10.01146134,0.197047669,1
2018/7/1,17:20:33:767,,,,center/12232.jpg,0.158518381,9.082434389,0.158518381,,,,,,,,0,9.082434389,0,0
2018/7/1,17:20:33:821,,,,center/12233.jpg,0.166126179,9.518329104,0.166126179,,,,,,,,12.3,9.518329104,0.214675494,0
2018/7/1,17:20:33:862,,,,center/12234.jpg,0.173693104,9.951881973,0.173693104,,,,,,,,12.71,9.951881973,0.221831344,0
2018/7/1,17:20:33:930,,,,center/12235.jpg,0.180558242,10.3452254,0.180558242,,,,,,,,12.71,10.3452254,0.221831344,0
2018/7/1,17:20:33:992,,,,center/12236.jpg,0.186381624,10.67888059,0.186381624,,,,,,,,12.5,10.67888059,0.218166153,0
2018/7/1,17:20:34:60,,,,center/12237.jpg,0.19139482,10.96611558,0.19139482,,,,,,,,12.4,10.96611558,0.216420824,0
2018/7/1,17:20:34:128,,,,center/12238.jpg,0.195833462,11.22043103,0.195833462,,,,,,,,12.4,11.22043103,0.216420824,0
2018/7/1,17:20:34:186,,,,center/12239.jpg,0.199037915,11.40403269,0.199037915,,,,,,,,12.1,11.40403269,0.211184836,0
2018/7/1,17:20:34:225,,,,center/12240.jpg,0.20058817,11.49285577,0.20058817,,,,,,,,11.7,11.49285577,0.204203519,0
2018/7/1,17:20:34:286,,,,center/12241.jpg,-0.242385091,11.38376289,0.19868414,,,,,,,,11.09,11.38376289,0.193557011,1
2018/7/1,17:20:34:327,,,,center/12242.jpg,0.19430788,11.13302162,0.19430788,,,,,,,,9.98,11.13302162,0.174183856,0
2018/7/1,17:20:34:357,,,,center/12243.jpg,0.189232924,10.8422481,0.189232924,,,,,,,,9.38,10.8422481,0.163711881,0
2018/7/1,17:20:34:426,,,,center/12244.jpg,-0.293818051,10.46678099,0.182679787,,,,,,,,8.27,10.46678099,0.144338727,1
2018/7/1,17:20:34:455,,,,center/12245.jpg,-0.327910495,10.09869415,0.17625546,,,,,,,,7.97,10.09869415,0.139102739,1
2018/7/1,17:20:34:559,,,,center/12246.jpg,0.169931163,9.736338626,0.169931163,,,,,,,,7.66,9.736338626,0.133692218,0
2018/7/1,17:20:34:617,,,,center/12247.jpg,1.052460561,9.410830288,0.164249971,,,,,,,,7.66,9.410830288,0.133692218,1
2018/7/1,17:20:34:659,,,,center/12248.jpg,-0.202257634,9.120299142,0.159179246,,,,,,,,7.66,9.120299142,0.133692218,1
2018/7/1,17:20:34:717,,,,center/12249.jpg,1.003690498,8.862869898,0.154686258,,,,,,,,7.66,8.862869898,0.133692218,1
2018/7/1,17:20:34:757,,,,center/12250.jpg,0.753189848,8.624291732,0.150522284,,,,,,,,7.56,8.624291732,0.131946889,1
2018/7/1,17:20:34:818,,,,center/12251.jpg,0.565272229,8.429081629,0.147115225,,,,,,,,7.66,8.429081629,0.133692218,1
2018/7/1,17:20:34:848,,,,center/12252.jpg,0.144185081,8.261196735,0.144185081,,,,,,,,7.66,8.261196735,0.133692218,0
2018/7/1,17:20:34:888,,,,center/12253.jpg,-0.266917705,8.352569742,0.145779841,,,,,,,,8.57,8.352569742,0.149574714,1
2018/7/1,17:20:34:918,,,,center/12254.jpg,0.972999377,8.49758775,0.148310882,,,,,,,,8.97,8.49758775,0.156556031,1
2018/7/1,17:20:34:987,,,,center/12255.jpg,0.151522238,8.681584865,0.151522238,,,,,,,,9.38,8.681584865,0.163711881,0
2018/7/1,17:20:35:17,,,,center/12256.jpg,1.041622545,8.839021485,0.154270025,,,,,,,,9.38,8.839021485,0.163711881,1
2018/7/1,17:20:35:119,,,,center/12257.jpg,0.156865019,8.987703685,0.156865019,,,,,,,,9.48,8.987703685,0.16545721,0
2018/7/1,17:20:35:149,,,,center/12258.jpg,0.15873563,9.094881808,0.15873563,,,,,,,,9.38,9.094881808,0.163711881,0
2018/7/1,17:20:35:220,,,,center/12259.jpg,0.159411073,9.133581864,0.159411073,,,,,,,,9.18,9.133581864,0.160221223,0
