filename,angle,smooth_angle,smooth_convert,Unnamed: 4,filename.1,angle_convert,Unnamed: 7,Unnamed: 8,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,az,angle.1,angle_smooth,angle_convert_org,Anamoly
center/20270.jpg,-9.48,-9.479000043,-0.165439758,,center/20270.jpg,0.401894866,,,,,,,,,,,,,1
center/20271.jpg,-9.48,-9.480999986,-0.165474663,,center/20271.jpg,-0.165474666,,,,,,,,,,,,,0
center/20272.jpg,-9.68,-9.54917084,-0.166664469,,center/20272.jpg,-0.166664472,,,,,,,,,,,,,0
center/20273.jpg,-10.08,-9.680290106,-0.168952932,,center/20273.jpg,0.393299147,,,,,,,,,,,,,1
center/20274.jpg,-10.18,-9.806233471,-0.171151058,,center/20274.jpg,-0.171151061,,,,,,,,,,,,,0
center/20275.jpg,-10.39,-9.945931236,-0.173589244,,center/20275.jpg,-0.173589247,,,,,,,,,,,,,0
center/20276.jpg,-10.39,-10.06234298,-0.175621013,,center/20276.jpg,-0.175621016,,,,,,,,,,,,,0
center/20277.jpg,-10.08,-10.0759045,-0.175857706,,center/20277.jpg,-0.59692921,,,,,,,,,,,,,1
center/20278.jpg,-10.08,-10.08102408,-0.175947059,,center/20278.jpg,-0.175947062,,,,,,,,,,,,,0
center/20279.jpg,-10.08,-10.0789921,-0.175911594,,center/20279.jpg,-0.175911597,,,,,,,,,,,,,0
center/20280.jpg,-10.08,-10.08100262,-0.175946685,,center/20280.jpg,-0.175946688,,,,,,,,,,,,,0
center/20281.jpg,-10.08,-10.07899913,-0.175911717,,center/20281.jpg,-0.17591172,,,,,,,,,,,,,0
center/20282.jpg,-10.08,-10.08100029,-0.175946644,,center/20282.jpg,-0.175946647,,,,,,,,,,,,,0
center/20283.jpg,-10.08,-10.0789999,-0.175911731,,center/20283.jpg,-0.175911734,,,,,,,,,,,,,0
center/20284.jpg,-9.78,-9.989571112,-0.174350904,,center/20284.jpg,-0.174350907,,,,,,,,,,,,,0
center/20285.jpg,-9.38,-9.845786333,-0.171841386,,center/20285.jpg,-0.171841389,,,,,,,,,,,,,0
center/20286.jpg,-9.28,-9.70897199,-0.169453525,,center/20286.jpg,-0.169453528,,,,,,,,,,,,,0
center/20287.jpg,-9.28,-9.595213814,-0.167468071,,center/20287.jpg,-0.167468074,,,,,,,,,,,,,0
center/20288.jpg,-9.28,-9.50258058,-0.165851316,,center/20288.jpg,-0.165851319,,,,,,,,,,,,,0
center/20289.jpg,-9.28,-9.429125556,-0.164569284,,center/20289.jpg,-0.164569287,,,,,,,,,,,,,0
center/20290.jpg,-9.28,-9.372883043,-0.163587667,,center/20290.jpg,-0.16358767,,,,,,,,,,,,,0
center/20291.jpg,-9.18,-9.306116428,-0.162422369,,center/20291.jpg,-0.162422372,,,,,,,,,,,,,0
center/20292.jpg,-8.77,-9.174127934,-0.160118736,,center/20292.jpg,-0.160118738,,,,,,,,,,,,,0
center/20293.jpg,-8.67,-9.04744333,-0.157907672,,center/20293.jpg,-0.157907675,,,,,,,,,,,,,0
center/20294.jpg,-8.67,-8.942987866,-0.156084581,,center/20294.jpg,-0.492227455,,,,,,,,,,,,,1
center/20295.jpg,-8.67,-8.858824023,-0.154615644,,center/20295.jpg,-0.542852728,,,,,,,,,,,,,1
center/20296.jpg,-8.67,-8.792997412,-0.153466753,,center/20296.jpg,-0.644633411,,,,,,,,,,,,,1
center/20297.jpg,-8.67,-8.743532872,-0.152603434,,center/20297.jpg,-1.126836835,,,,,,,,,,,,,1
center/20298.jpg,-8.67,-8.708429324,-0.151990762,,center/20298.jpg,-0.981780779,,,,,,,,,,,,,1
center/20299.jpg,-8.67,-8.685653619,-0.151593251,,center/20299.jpg,0.146820038,,,,,,,,,,,,,1
center/20300.jpg,-8.67,-8.67313836,-0.151374818,,center/20300.jpg,-0.151374821,,,,,,,,,,,,,0
center/20301.jpg,-8.67,-8.668851245,-0.151299994,,center/20301.jpg,-0.151299997,,,,,,,,,,,,,0
center/20302.jpg,-8.57,-8.626093175,-0.150553725,,center/20302.jpg,-0.150553728,,,,,,,,,,,,,0
center/20303.jpg,-8.27,-8.52561484,-0.148800047,,center/20303.jpg,0.402033825,,,,,,,,,,,,,1
center/20304.jpg,-8.27,-8.445060792,-0.147394114,,center/20304.jpg,0.711004813,,,,,,,,,,,,,1
