time1,width,height,Unnamed: 3,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,curv1,smooth_convert,angle_convert_org,angle_org,Anamoly
,,,,,img_file/72710.jpg,0.828827181,,,,,,,,,,,0.828827181,47.4897,0
,,,,,img_file/72720.jpg,0.794247992,,,,,,,,,,,0.794247992,45.5084,0
,,,,,img_file/72730.jpg,0.802827778,,,,,,,,,,,0.802827778,46,0
,,,,,img_file/72740.jpg,0.741481264,,,,,,,,,,,0.741481264,42.485,0
,,,,,img_file/72750.jpg,0.593394444,,,,,,,,,,,0.593394444,34,0
,,,,,img_file/72760.jpg,0.977669378,,,,,,,,,,,0.523583333,30,1
,,,,,img_file/72770.jpg,0.80476766,,,,,,,,,,,0.311786894,17.8646,1
,,,,,img_file/72780.jpg,-0.127223769,,,,,,,,,,,-0.127223769,-7.2896,0
,,,,,img_file/72790.jpg,-0.82869803,,,,,,,,,,,-0.82869803,-47.4823,0
,,,,,img_file/72800.jpg,-1.265668463,,,,,,,,,,,-1.265668463,-72.5196,0
,,,,,img_file/72810.jpg,-1.308958333,,,,,,,,,,,-1.308958333,-75,0
,,,,,img_file/72820.jpg,-1.239147222,,,,,,,,,,,-1.239147222,-71,0
,,,,,img_file/72830.jpg,-0.870797296,,,,,,,,,,,-1.336135799,-76.5572,1
,,,,,img_file/72840.jpg,-2.021571583,,,,,,,,,,,-1.448580556,-83,1
,,,,,img_file/72850.jpg,-1.010145834,,,,,,,,,,,-1.010145834,-57.8788,0
,,,,,img_file/72860.jpg,-0.619484602,,,,,,,,,,,-0.619484602,-35.4949,0
,,,,,img_file/72870.jpg,-0.741371311,,,,,,,,,,,-0.741371311,-42.4787,0
,,,,,img_file/72880.jpg,0.052179158,,,,,,,,,,,-0.420501992,-24.0937,1
,,,,,img_file/72890.jpg,-1.150375736,,,,,,,,,,,-0.427805979,-24.5122,1
,,,,,img_file/72900.jpg,-0.532913588,,,,,,,,,,,-0.532913588,-30.5346,0
,,,,,img_file/72910.jpg,-0.654992278,,,,,,,,,,,-0.654992278,-37.5294,0
,,,,,img_file/72920.jpg,-0.492226175,,,,,,,,,,,-0.959784099,-54.9932,1
,,,,,img_file/72930.jpg,-2.027323291,,,,,,,,,,,-1.230284702,-70.4922,1
,,,,,img_file/72940.jpg,-1.326411111,,,,,,,,,,,-1.326411111,-76,0
,,,,,img_file/72950.jpg,-1.091863231,,,,,,,,,,,-1.091863231,-62.561,0
,,,,,img_file/72960.jpg,-0.105428935,,,,,,,,,,,-0.890091667,-51,1
,,,,,img_file/72970.jpg,-0.829115152,,,,,,,,,,,-0.829115152,-47.5062,0
,,,,,img_file/72980.jpg,-1.079723201,,,,,,,,,,,-0.522482063,-29.9369,1
,,,,,img_file/72990.jpg,0.666906267,,,,,,,,,,,-0.200813406,-11.5061,1
,,,,,img_file/73000.jpg,-0.139622222,,,,,,,,,,,-0.139622222,-8,0
,,,,,img_file/73010.jpg,-0.85861645,,,,,,,,,,,-0.139622222,-8,1
,,,,,img_file/73020.jpg,-0.139622222,,,,,,,,,,,-0.139622222,-8,0
,,,,,img_file/73030.jpg,-0.200445153,,,,,,,,,,,-0.200445153,-11.485,0
,,,,,img_file/73040.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16,0
,,,,,img_file/73050.jpg,-0.31415,,,,,,,,,,,-0.31415,-18,0
,,,,,img_file/73060.jpg,0.352938401,,,,,,,,,,,-0.391680475,-22.4423,1
,,,,,img_file/73070.jpg,-0.663205556,,,,,,,,,,,-0.663205556,-38,0
,,,,,img_file/73080.jpg,-0.663205556,,,,,,,,,,,-0.663205556,-38,0
,,,,,img_file/73090.jpg,-0.680658333,,,,,,,,,,,-0.680658333,-39,0
,,,,,img_file/73100.jpg,-1.067923477,,,,,,,,,,,-0.603185453,-34.561,1
,,,,,img_file/73110.jpg,-0.488677778,,,,,,,,,,,-0.488677778,-28,0
,,,,,img_file/73120.jpg,-0.9566839,,,,,,,,,,,-0.471225,-27,1
,,,,,img_file/73130.jpg,-0.453772222,,,,,,,,,,,-0.453772222,-26,0
,,,,,img_file/73140.jpg,-0.471225,,,,,,,,,,,-0.471225,-27,0
,,,,,img_file/73150.jpg,-0.129884339,,,,,,,,,,,-0.496316859,-28.4377,1
,,,,,img_file/73160.jpg,-0.506130556,,,,,,,,,,,-0.506130556,-29,0
,,,,,img_file/73170.jpg,-0.51618161,,,,,,,,,,,-0.51618161,-29.5759,0
,,,,,img_file/73180.jpg,-0.453772222,,,,,,,,,,,-0.453772222,-26,0
,,,,,img_file/73190.jpg,-0.443614706,,,,,,,,,,,-0.443614706,-25.418,0
,,,,,img_file/73200.jpg,-0.428111403,,,,,,,,,,,-0.428111403,-24.5297,0
,,,,,img_file/73210.jpg,-0.341128504,,,,,,,,,,,-0.341128504,-19.5458,0
,,,,,img_file/73220.jpg,-0.272310456,,,,,,,,,,,-0.272310456,-15.6027,0
,,,,,img_file/73230.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15,0
,,,,,img_file/73240.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12,0
,,,,,img_file/73250.jpg,-0.424489347,,,,,,,,,,,-0.122169444,-7,1
,,,,,img_file/73260.jpg,0.799097856,,,,,,,,,,,-0.017452778,-1,1
,,,,,img_file/73270.jpg,-0.017452778,,,,,,,,,,,-0.017452778,-1,0
,,,,,img_file/73280.jpg,-0.017452778,,,,,,,,,,,-0.017452778,-1,0
,,,,,img_file/73290.jpg,-0.017452778,,,,,,,,,,,-0.017452778,-1,0
,,,,,img_file/73300.jpg,0.663680447,,,,,,,,,,,-0.017452778,-1,1
