time,time1,width,height,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_cmd,curv1,curv1_l/r_qin,curv1_l/r_qin_atan,Unnamed: 14,curv6,curv6_l/r_qin,curv6_l/r_qin_atan,angle,Anamoly
,,,,,image/17192.jpg,0.067099668,,,,,0.000474154,0.128875143,0.128168682,,0.000519339,0.141156459,0.140229989,0.067099668,0
,,,,,image/17193.jpg,0.05513809,,,,,0.000519339,0.141156459,0.140229989,,0.000296157,0.080495555,0.08032237,0.05513809,0
,,,,,image/17194.jpg,-0.249229376,,,,,0.000296157,0.080495555,0.08032237,,0.000183733,0.049938499,0.049897048,0.032554854,1
,,,,,image/17195.jpg,0.016344472,,,,,0.000183733,0.049938499,0.049897048,,5.70E-05,0.015482079,0.015480842,0.016344472,0
,,,,,image/17196.jpg,-0.010167172,,,,,5.70E-05,0.015482079,0.015480842,,-0.000206801,-0.056208612,-0.056149529,-0.010167172,0
,,,,,image/17197.jpg,-0.028471339,,,,,-0.000206801,-0.056208612,-0.056149529,,-0.000212657,-0.057800068,-0.057735829,-0.028471339,0
,,,,,image/17198.jpg,-0.019348224,,,,,-0.000212657,-0.057800068,-0.057735829,,-7.23E-05,-0.0196596,-0.019657068,-0.019348224,0
,,,,,image/17199.jpg,-0.011456127,,,,,-7.23E-05,-0.0196596,-0.019657068,,-9.63E-05,-0.026173412,-0.026167438,-0.011456127,0
,,,,,image/17200.jpg,-0.034067334,,,,,-9.63E-05,-0.026173412,-0.026167438,,-0.000406729,-0.110548968,-0.110101899,-0.034067334,0
,,,,,image/17201.jpg,-0.054563204,,,,,-0.000406729,-0.110548968,-0.110101899,,-0.000399465,-0.108574564,-0.108150915,-0.054563204,0
,,,,,image/17202.jpg,-0.052476943,,,,,-0.000399465,-0.108574564,-0.108150915,,-0.000375679,-0.10210953,-0.101756857,-0.052476943,0
,,,,,image/17203.jpg,-0.053871139,,,,,-0.000375679,-0.10210953,-0.101756857,,-0.000420238,-0.114220565,-0.113727698,-0.053871139,0
,,,,,image/17204.jpg,-0.055572739,,,,,-0.000420238,-0.114220565,-0.113727698,,-0.000401,-0.108991785,-0.108563257,-0.055572739,0
,,,,,image/17205.jpg,0.109640048,,,,,-0.000401,-0.108991785,-0.108563257,,-0.000322417,-0.087632852,-0.087409554,-0.048993203,1
,,,,,image/17206.jpg,-0.041269509,,,,,-0.000322417,-0.087632852,-0.087409554,,-0.000286332,-0.077825035,-0.077668482,-0.041269509,0
,,,,,image/17207.jpg,-0.510319809,,,,,-0.000286332,-0.077825035,-0.077668482,,-0.000416358,-0.113166199,-0.112686787,-0.047588817,1
,,,,,image/17208.jpg,-0.062910021,,,,,-0.000416358,-0.113166199,-0.112686787,,-0.00051455,-0.139854561,-0.138953295,-0.062910021,0
,,,,,image/17209.jpg,0.246705924,,,,,-0.00051455,-0.139854561,-0.138953295,,-0.000347097,-0.094340836,-0.094062437,-0.058253933,1
,,,,,image/17210.jpg,-0.037713842,,,,,-0.000347097,-0.094340836,-0.094062437,,-0.000209176,-0.05685407,-0.056792931,-0.037713842,0
,,,,,image/17211.jpg,-0.342146015,,,,,-0.000209176,-0.05685407,-0.056792931,,-0.000275186,-0.074795589,-0.074656577,-0.032862377,1
,,,,,image/17212.jpg,-0.051690543,,,,,-0.000275186,-0.074795589,-0.074656577,,-0.000488887,-0.132879496,-0.132105596,-0.051690543,0
,,,,,image/17213.jpg,0.112760627,,,,,-0.000488887,-0.132879496,-0.132105596,,-0.000446767,-0.121431184,-0.120839554,-0.063236288,1
,,,,,image/17214.jpg,-0.046946276,,,,,-0.000446767,-0.121431184,-0.120839554,,-0.000246673,-0.06704574,-0.06694555,-0.046946276,0
,,,,,image/17215.jpg,0.114903669,,,,,-0.000246673,-0.06704574,-0.06694555,,-0.000225873,-0.061392256,-0.061315301,-0.032065213,1
,,,,,image/17216.jpg,-0.035108303,,,,,-0.000225873,-0.061392256,-0.061315301,,-0.000291698,-0.07928341,-0.079117912,-0.035108303,0
,,,,,image/17217.jpg,-0.040638897,,,,,-0.000291698,-0.07928341,-0.079117912,,-0.000307696,-0.083631842,-0.083437674,-0.040638897,0
,,,,,image/17218.jpg,-0.182766709,,,,,-0.000307696,-0.083631842,-0.083437674,,-0.000336622,-0.091493872,-0.091239844,-0.04366938,1
,,,,,image/17219.jpg,-0.032105318,,,,,-0.000336622,-0.091493872,-0.091239844,,-0.00013686,-0.037198572,-0.037181429,-0.032105318,0
,,,,,image/17220.jpg,-0.009740015,,,,,-0.00013686,-0.037198572,-0.037181429,,-6.54E-06,-0.001778632,-0.00177863,-0.009740015,0
,,,,,image/17221.jpg,-0.341128628,,,,,-6.54E-06,-0.001778632,-0.00177863,,-9.37E-05,-0.025480461,-0.025474949,-0.006813395,1
,,,,,image/17222.jpg,-0.022825742,,,,,-9.37E-05,-0.025480461,-0.025474949,,-0.000242543,-0.065923267,-0.065828017,-0.022825742,0
,,,,,image/17223.jpg,-0.026367409,,,,,-0.000242543,-0.065923267,-0.065828017,,-0.000145925,-0.039662398,-0.03964162,-0.026367409,0
,,,,,image/17224.jpg,0.328109038,,,,,-0.000145925,-0.039662398,-0.03964162,,-0.000182198,-0.049521285,-0.049480864,-0.022280621,1
,,,,,image/17225.jpg,-0.0176119,,,,,-0.000182198,-0.049521285,-0.049480864,,-7.72E-05,-0.020969811,-0.020966738,-0.0176119,0
,,,,,image/17226.jpg,-0.158170282,,,,,-7.72E-05,-0.020969811,-0.020966738,,-0.000123581,-0.033589426,-0.033576802,-0.013635885,1
,,,,,image/17227.jpg,-0.022313231,,,,,-0.000123581,-0.033589426,-0.033576802,,-0.000205054,-0.055733721,-0.055676121,-0.022313231,0
,,,,,image/17228.jpg,-0.028750006,,,,,-0.000205054,-0.055733721,-0.055676121,,-0.000218519,-0.059393593,-0.059323902,-0.028750006,0
,,,,,image/17229.jpg,-0.430086981,,,,,-0.000218519,-0.059393593,-0.059323902,,-0.000250553,-0.06810024,-0.067995258,-0.03182979,1
,,,,,image/17230.jpg,-0.037160387,,,,,-0.000250553,-0.06810024,-0.067995258,,-0.000297357,-0.080821581,-0.080646289,-0.037160387,0
,,,,,image/17231.jpg,-0.035347827,,,,,-0.000297357,-0.080821581,-0.080646289,,-0.000223767,-0.060819845,-0.060745019,-0.035347827,0
,,,,,image/17232.jpg,-0.0314611,,,,,-0.000223767,-0.060819845,-0.060745019,,-0.000239851,-0.065191499,-0.065099381,-0.0314611,0
,,,,,image/17233.jpg,-0.404402675,,,,,-0.000239851,-0.065191499,-0.065099381,,-0.000226265,-0.061498728,-0.061421372,-0.031630188,1
,,,,,image/17234.jpg,-0.028518178,,,,,-0.000226265,-0.061498728,-0.061421372,,-0.000193893,-0.052700047,-0.05265134,-0.028518178,0
,,,,,image/17235.jpg,-0.026215902,,,,,-0.000193893,-0.052700047,-0.05265134,,-0.000192273,-0.052259765,-0.052212268,-0.026215902,0
,,,,,image/17236.jpg,-0.020385451,,,,,-0.000192273,-0.052259765,-0.052212268,,-0.000107939,-0.029337949,-0.029329536,-0.020385451,0
,,,,,image/17237.jpg,-0.015093948,,,,,-0.000107939,-0.029337949,-0.029329536,,-0.000114261,-0.031056233,-0.031046254,-0.015093948,0
,,,,,image/17238.jpg,0.231600711,,,,,-0.000114261,-0.031056233,-0.031046254,,2.32E-05,0.006304139,0.006304055,-0.00618555,1
,,,,,image/17239.jpg,0.016970148,,,,,2.32E-05,0.006304139,0.006304055,,0.000226838,0.061654483,0.061576538,0.016970148,0
,,,,,image/17240.jpg,0.034928097,,,,,0.000226838,0.061654483,0.061576538,,0.000288062,0.078295249,0.078135848,0.034928097,0
,,,,,image/17241.jpg,-0.171235505,,,,,0.000288062,0.078295249,0.078135848,,0.000284264,0.077262869,0.077109676,0.038811381,1
,,,,,image/17242.jpg,0.042332736,,,,,0.000284264,0.077262869,0.077109676,,0.000340263,0.0924836,0.092221267,0.042332736,0
,,,,,image/17243.jpg,0.047175076,,,,,0.000340263,0.0924836,0.092221267,,0.000356069,0.096779503,0.096479035,0.047175076,0
,,,,,image/17244.jpg,0.049514095,,,,,0.000356069,0.096779503,0.096479035,,0.000375012,0.101928149,0.101577344,0.049514095,0
,,,,,image/17245.jpg,0.047145102,,,,,0.000375012,0.101928149,0.101577344,,0.00032091,0.087223256,0.087003065,0.047145102,0
,,,,,image/17246.jpg,0.04084793,,,,,0.00032091,0.087223256,0.087003065,,0.000281595,0.076537585,0.076388655,0.04084793,0
,,,,,image/17247.jpg,0.04042975,,,,,0.000281595,0.076537585,0.076388655,,0.00031471,0.085538056,0.085330346,0.04042975,0
,,,,,image/17248.jpg,0.043533937,,,,,0.00031471,0.085538056,0.085330346,,0.000327592,0.089039591,0.088805401,0.043533937,0
,,,,,image/17249.jpg,0.0413657,,,,,0.000327592,0.089039591,0.088805401,,0.00028259,0.07680791,0.076657401,0.0413657,0
,,,,,image/17250.jpg,0.042630487,,,,,0.00028259,0.07680791,0.076657401,,0.000346362,0.094141187,0.093864546,0.042630487,0
,,,,,image/17251.jpg,-0.224550636,,,,,0.000346362,0.094141187,0.093864546,,0.000392109,0.106575097,0.106174323,0.050009717,1
,,,,,image/17252.jpg,0.236076541,,,,,0.000392109,0.106575097,0.106174323,,0.000238861,0.064922348,0.064831364,0.042751422,1
,,,,,image/17253.jpg,0.011826842,,,,,0.000238861,0.064922348,0.064831364,,-6.45E-05,-0.017525791,-0.017523997,0.011826842,0
,,,,,image/17254.jpg,-0.015050464,,,,,-6.45E-05,-0.017525791,-0.017523997,,-0.000157115,-0.042703791,-0.042677861,-0.015050464,0
,,,,,image/17255.jpg,-0.010661289,,,,,-0.000157115,-0.042703791,-0.042677861,,1.20E-07,3.27E-05,3.27E-05,-0.010661289,0
,,,,,image/17256.jpg,0.003971635,,,,,1.20E-07,3.27E-05,3.27E-05,,5.83E-05,0.015855161,0.015853833,0.003971635,0
,,,,,image/17257.jpg,0.010011777,,,,,5.83E-05,0.015855161,0.015853833,,8.90E-05,0.024197995,0.024193274,0.010011777,0
,,,,,image/17258.jpg,0.010113562,,,,,8.90E-05,0.024197995,0.024193274,,5.98E-05,0.016262409,0.016260975,0.010113562,0
,,,,,image/17259.jpg,0.413218173,,,,,5.98E-05,0.016262409,0.016260975,,4.05E-05,0.011005879,0.011005435,0.006816603,1
,,,,,image/17260.jpg,0.003857919,,,,,4.05E-05,0.011005879,0.011005435,,1.63E-05,0.004426271,0.004426242,0.003857919,0
,,,,,image/17261.jpg,-0.003806911,,,,,1.63E-05,0.004426271,0.004426242,,-7.23E-05,-0.019656417,-0.019653886,-0.003806911,0
,,,,,image/17262.jpg,0.000760933,,,,,-7.23E-05,-0.019656417,-0.019653886,,8.35E-05,0.022701516,0.022697617,0.000760933,0
,,,,,image/17263.jpg,-0.343802763,,,,,8.35E-05,0.022701516,0.022697617,,0.000268373,0.07294386,0.072814898,0.023878129,1
,,,,,image/17264.jpg,0.048790611,,,,,0.000268373,0.07294386,0.072814898,,0.000452398,0.122961695,0.122347547,0.048790611,0
,,,,,image/17265.jpg,0.064998988,,,,,0.000452398,0.122961695,0.122347547,,0.000509656,0.138524389,0.137648404,0.064998988,0
,,,,,image/17266.jpg,-0.412780531,,,,,0.000509656,0.138524389,0.137648404,,0.000503334,0.136806285,0.135962256,0.068402665,1
,,,,,image/17267.jpg,0.071300738,,,,,0.000503334,0.136806285,0.135962256,,0.000553196,0.15035866,0.149240697,0.071300738,0
,,,,,image/17268.jpg,0.071403801,,,,,0.000553196,0.15035866,0.149240697,,0.00050488,0.137226273,0.136374505,0.071403801,0
,,,,,image/17269.jpg,0.067408162,,,,,0.00050488,0.137226273,0.136374505,,0.000493203,0.134052572,0.133258141,0.067408162,0
,,,,,image/17270.jpg,0.210188345,,,,,0.000493203,0.134052572,0.133258141,,0.000446562,0.12137553,0.120784708,0.063510712,1
,,,,,image/17271.jpg,-0.310698032,,,,,0.000446562,0.12137553,0.120784708,,0.000427278,0.116134174,0.115616252,0.05910024,1
