time1,width,height,,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,curv1,smooth_convert,angle_convert_org,angle_org
,,,,,img_file/205370.jpg,1.239147222,,,,,,,,,,,1.239147222,71
,,,,,img_file/205380.jpg,1.239147222,,,,,,,,,,,1.239147222,71
,,,,,img_file/205390.jpg,1.239147222,,,,,,,,,,,1.239147222,71
,,,,,img_file/205400.jpg,1.099525,,,,,,,,,,,1.099525,63
,,,,,img_file/205410.jpg,1.099525,,,,,,,,,,,1.099525,63
,,,,,img_file/205420.jpg,1.099525,,,,,,,,,,,1.099525,63
,,,,,img_file/205430.jpg,0.924997222,,,,,,,,,,,0.924997222,53
,,,,,img_file/205440.jpg,0.855186111,,,,,,,,,,,0.855186111,49
,,,,,img_file/205450.jpg,0.837733333,,,,,,,,,,,0.837733333,48
,,,,,img_file/205460.jpg,0.855186111,,,,,,,,,,,0.855186111,49
,,,,,img_file/205470.jpg,0.869572436,,,,,,,,,,,0.869572436,49.8243
,,,,,img_file/205480.jpg,0.872638889,,,,,,,,,,,0.872638889,50
,,,,,img_file/205490.jpg,0.886211914,,,,,,,,,,,0.886211914,50.7777
,,,,,img_file/205500.jpg,0.771756598,,,,,,,,,,,0.771756598,44.2197
,,,,,img_file/205510.jpg,0.767922222,,,,,,,,,,,0.767922222,44
,,,,,img_file/205520.jpg,0.683468231,,,,,,,,,,,0.683468231,39.161
,,,,,img_file/205530.jpg,0.6283,,,,,,,,,,,0.6283,36
,,,,,img_file/205540.jpg,0.506130556,,,,,,,,,,,0.506130556,29
,,,,,img_file/205550.jpg,0.523583333,,,,,,,,,,,0.523583333,30
,,,,,img_file/205560.jpg,0.511047003,,,,,,,,,,,0.511047003,29.2817
,,,,,img_file/205570.jpg,0.317364802,,,,,,,,,,,0.317364802,18.1842
,,,,,img_file/205580.jpg,0.090140107,,,,,,,,,,,0.090140107,5.1648
,,,,,img_file/205590.jpg,0.022062056,,,,,,,,,,,0.022062056,1.2641
,,,,,img_file/205600.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/205610.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/205620.jpg,-0.055480635,,,,,,,,,,,-0.055480635,-3.1789
,,,,,img_file/205630.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/205640.jpg,-0.098995646,,,,,,,,,,,-0.098995646,-5.6722
,,,,,img_file/205650.jpg,-0.174527778,,,,,,,,,,,-0.174527778,-10
,,,,,img_file/205660.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/205670.jpg,-0.244338889,,,,,,,,,,,-0.244338889,-14
,,,,,img_file/205680.jpg,-0.244338889,,,,,,,,,,,-0.244338889,-14
,,,,,img_file/205690.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/205700.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/205710.jpg,-0.296697222,,,,,,,,,,,-0.296697222,-17
,,,,,img_file/205720.jpg,-0.296697222,,,,,,,,,,,-0.296697222,-17
,,,,,img_file/205730.jpg,-0.231711804,,,,,,,,,,,-0.231711804,-13.2765
,,,,,img_file/205740.jpg,-0.174527778,,,,,,,,,,,-0.174527778,-10
,,,,,img_file/205750.jpg,-0.127513485,,,,,,,,,,,-0.127513485,-7.3062
,,,,,img_file/205760.jpg,-0.139622222,,,,,,,,,,,-0.139622222,-8
,,,,,img_file/205770.jpg,-0.122169444,,,,,,,,,,,-0.122169444,-7
,,,,,img_file/205780.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/205790.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/205800.jpg,-0.017452778,,,,,,,,,,,-0.017452778,-1
,,,,,img_file/205810.jpg,-0.052358333,,,,,,,,,,,-0.052358333,-3
,,,,,img_file/205820.jpg,-0.122169444,,,,,,,,,,,-0.122169444,-7
,,,,,img_file/205830.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/205840.jpg,-0.139622222,,,,,,,,,,,-0.139622222,-8
,,,,,img_file/205850.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/205860.jpg,-0.174527778,,,,,,,,,,,-0.174527778,-10
,,,,,img_file/205870.jpg,-0.174527778,,,,,,,,,,,-0.174527778,-10
,,,,,img_file/205880.jpg,-0.128105134,,,,,,,,,,,-0.128105134,-7.3401
,,,,,img_file/205890.jpg,-0.007352855,,,,,,,,,,,-0.007352855,-0.4213
,,,,,img_file/205900.jpg,0,,,,,,,,,,,0,0
,,,,,img_file/205910.jpg,0.052358333,,,,,,,,,,,0.052358333,3
,,,,,img_file/205920.jpg,0.034905556,,,,,,,,,,,0.034905556,2
,,,,,img_file/205930.jpg,-0.061945144,,,,,,,,,,,-0.061945144,-3.5493
,,,,,img_file/205940.jpg,-0.093792973,,,,,,,,,,,-0.093792973,-5.3741
,,,,,img_file/205950.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/205960.jpg,0.034905556,,,,,,,,,,,0.034905556,2
,,,,,img_file/205970.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/205980.jpg,-0.07995292,,,,,,,,,,,-0.07995292,-4.5811
,,,,,img_file/205990.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/206000.jpg,-0.139622222,,,,,,,,,,,-0.139622222,-8
,,,,,img_file/206010.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/206020.jpg,-0.139622222,,,,,,,,,,,-0.139622222,-8
,,,,,img_file/206030.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/206040.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/206050.jpg,-0.305397432,,,,,,,,,,,-0.305397432,-17.4985
,,,,,img_file/206060.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/206070.jpg,-0.33931167,,,,,,,,,,,-0.33931167,-19.4417
,,,,,img_file/206080.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/206090.jpg,-0.375678023,,,,,,,,,,,-0.375678023,-21.5254
,,,,,img_file/206100.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/206110.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/206120.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/206130.jpg,-0.182885913,,,,,,,,,,,-0.182885913,-10.4789
