time1,width,height,Unnamed: 3,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_state,gear_cmd,throttle_input,ay,curv1,smooth_convert,angle_smooth.1,angle_conve,angle_org,Anamoly
,,,,,img_file/40140.jpg,0.925001933,,,,,,,,0.924555556,1.296807619,74.33929026,0.925001933,53.0,0
,,,,,img_file/40150.jpg,0.801830072,,,,,,,,0.8014431329999999,1.26433388,72.47773837,0.801830072,45.9426,0
,,,,,img_file/40160.jpg,1.5982027014569793,,,,,,,,0.732956244,1.230304721,70.52702221,0.733310118,42.0166,1
,,,,,img_file/40170.jpg,0.695826596,,,,,,,,0.695490811,1.196129014,68.56790526,0.695826596,39.8689,0
,,,,,img_file/40180.jpg,0.6806618000000001,,,,,,,,0.680333333,1.162768389,66.65551275,0.6806618000000001,39.0,0
,,,,,img_file/40190.jpg,0.645756067,,,,,,,,0.645444444,1.1293419,64.73934458,0.645756067,37.0,0
,,,,,img_file/40200.jpg,0.610850333,,,,,,,,0.610555556,1.0958524459999999,62.81956696,0.610850333,35.0,0
,,,,,img_file/40210.jpg,0.523586,,,,,,,,0.523333333,1.060088752,60.7694189,0.523586,30.0,0
,,,,,img_file/40220.jpg,-0.4068210054182582,,,,,,,,0.47100000000000003,1.023638305,58.67990281,0.4712274,27.0,1
,,,,,img_file/40230.jpg,0.453774533,,,,,,,,0.453555556,0.987976145,56.63557517,0.453774533,26.0,0
,,,,,img_file/40240.jpg,0.34905733299999997,,,,,,,,0.348888889,0.949491352,54.42944057,0.34905733299999997,20.0,0
,,,,,img_file/40250.jpg,0.8984118802190642,,,,,,,,0.31498909999999997,0.9111908479999999,52.23387028,0.315141178,18.0567,1
,,,,,img_file/40260.jpg,0.261793,,,,,,,,0.261666667,0.8722881920000001,50.00378169,0.261793,15.0,0
,,,,,img_file/40270.jpg,0.24426508600000002,,,,,,,,0.244147211,0.8342441079999999,47.82291065,0.24426508600000002,13.9957,0
,,,,,img_file/40280.jpg,0.226887267,,,,,,,,0.226777778,0.7970394609999999,45.6901602,0.226887267,13.0,0
,,,,,img_file/40290.jpg,0.2094344,,,,,,,,0.209333333,0.76064607,43.60391486,0.2094344,12.0,0
,,,,,img_file/40300.jpg,-0.6237932962562437,,,,,,,,0.17444444399999998,0.7243148159999999,41.52123151,0.174528667,10.0,1
,,,,,img_file/40310.jpg,0.1570758,,,,,,,,0.157,0.6887681840000001,39.48352647,0.1570758,9.0,0
,,,,,img_file/40320.jpg,1.0167482837841648,,,,,,,,0.157,0.6547223529999999,37.53185462,0.1570758,9.0,1
,,,,,img_file/40330.jpg,0.1570758,,,,,,,,0.157,0.622145649,35.66440025,0.1570758,9.0,0
,,,,,img_file/40340.jpg,0.1570758,,,,,,,,0.157,0.5910063839999999,33.87934687,0.1570758,9.0,0
,,,,,img_file/40350.jpg,0.139622933,,,,,,,,0.139555556,0.56048136,32.12950473,0.139622933,8.0,0
,,,,,img_file/40360.jpg,-0.37252828844214,,,,,,,,0.122111111,0.530548853,30.41362854,0.122170067,7.0,1
,,,,,img_file/40370.jpg,0.1047172,,,,,,,,0.10466666699999999,0.501187548,28.73049638,0.1047172,6.0,0
,,,,,img_file/40380.jpg,-0.7864241109760493,,,,,,,,0.08722222199999999,0.47237654700000004,27.07891032,0.08726433300000001,5.0,1
,,,,,img_file/40390.jpg,0.08726433300000001,,,,,,,,0.08722222199999999,0.444918336,25.50487277,0.08726433300000001,5.0,0
,,,,,img_file/40400.jpg,0.08726433300000001,,,,,,,,0.08722222199999999,0.418781168,24.006563800000002,0.08726433300000001,5.0,0
,,,,,img_file/40410.jpg,0.7295577970144688,,,,,,,,0.08722222199999999,0.393933277,22.58216237,0.08726433300000001,5.0,1
,,,,,img_file/40420.jpg,0.08726433300000001,,,,,,,,0.08722222199999999,0.370342876,21.22984637,0.08726433300000001,5.0,0
,,,,,img_file/40430.jpg,0.93224080565828,,,,,,,,0.08722222199999999,0.347978158,19.94779251,0.08726433300000001,5.0,1
,,,,,img_file/40440.jpg,0.8992686452139041,,,,,,,,0.122111111,0.328740555,18.84499998,0.122170067,7.0,1
,,,,,img_file/40450.jpg,0.1570758,,,,,,,,0.157,0.312714341,17.92629979,0.1570758,9.0,0
,,,,,img_file/40460.jpg,-0.5353403692963171,,,,,,,,0.157,0.29770131899999996,17.0656807,0.1570758,9.0,1
,,,,,img_file/40470.jpg,0.1570758,,,,,,,,0.157,0.283669483,16.26130795,0.1570758,9.0,0
,,,,,img_file/40480.jpg,0.174336685,,,,,,,,0.174252556,0.271803455,15.58108976,0.174336685,9.988999999999999,0
,,,,,img_file/40490.jpg,0.7442386832601408,,,,,,,,0.209333333,0.263637055,15.11295222,0.2094344,12.0,1
,,,,,img_file/40500.jpg,0.2094344,,,,,,,,0.209333333,0.25619884,14.68655768,0.2094344,12.0,0
,,,,,img_file/40510.jpg,0.2094344,,,,,,,,0.209333333,0.249456387,14.30004765,0.2094344,12.0,0
,,,,,img_file/40520.jpg,-0.11240837279022672,,,,,,,,0.209333333,0.243377206,13.9515596,0.2094344,12.0,1
,,,,,img_file/40530.jpg,0.2094344,,,,,,,,0.209333333,0.237928731,13.6392266,0.2094344,12.0,0
,,,,,img_file/40540.jpg,-0.6353106889061358,,,,,,,,0.209333333,0.233078306,13.36117676,0.2094344,12.0,1
,,,,,img_file/40550.jpg,-0.44124687605031887,,,,,,,,0.19188888899999998,0.226891885,13.00654116,0.191981533,11.0,1
,,,,,img_file/40560.jpg,0.191981533,,,,,,,,0.19188888899999998,0.22134155,12.68836909,0.191981533,11.0,0
,,,,,img_file/40570.jpg,0.2094344,,,,,,,,0.209333333,0.218621555,12.53244583,0.2094344,12.0,0
,,,,,img_file/40580.jpg,0.2094344,,,,,,,,0.209333333,0.216329611,12.40106048,0.2094344,12.0,0
,,,,,img_file/40590.jpg,-0.021020102669990853,,,,,,,,0.209333333,0.214432204,12.29229196,0.2094344,12.0,1
