time1,width,height,Unnamed: 3,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_state,gear_cmd,throttle_input,ay,curv1,smooth_convert,angle_smooth.1,angle_conve,angle_org,Anamoly
,,,,,img_file/154150.jpg,0.814720143,,,,,,,,-0.017444444,-0.030025819,-1.721225312,-0.017452867,-1,1
,,,,,img_file/154160.jpg,-0.853599167,,,,,,,,-0.017444444,-0.027219948,-1.560379175,-0.017452867,-1,1
,,,,,img_file/154170.jpg,-0.017452867,,,,,,,,-0.017444444,-0.024848528,-1.424437906,-0.017452867,-1,0
,,,,,img_file/154180.jpg,-0.017452867,,,,,,,,-0.017444444,-0.022878088,-1.311482738,-0.017452867,-1,0
,,,,,img_file/154190.jpg,0,,,,,,,,0,-0.018697903,-1.071854287,0,0,0
,,,,,img_file/154200.jpg,-0.658507919,,,,,,,,0.017444444,-0.013027769,-0.746814792,0.017452867,1,1
,,,,,img_file/154210.jpg,-0.542226564,,,,,,,,0.002962067,-0.009735629,-0.558093354,0.002963497,0.1698,1
,,,,,img_file/154220.jpg,0.70147954,,,,,,,,0.017444444,-0.005046601,-0.289295594,0.017452867,1,1
,,,,,img_file/154230.jpg,0.017452867,,,,,,,,0.017444444,-0.000913695,-0.052377446,0.017452867,1,0
,,,,,img_file/154240.jpg,0.017452867,,,,,,,,0.017444444,0.00269598,0.154546626,0.017452867,1,0
,,,,,img_file/154250.jpg,0.701884279,,,,,,,,0.017444444,0.005815446,0.333369514,0.017452867,1,1
,,,,,img_file/154260.jpg,0.017452867,,,,,,,,0.017444444,0.00847787,0.485992557,0.017452867,1,0
,,,,,img_file/154270.jpg,0.017452867,,,,,,,,0.017444444,0.010716592,0.614326913,0.017452867,1,0
,,,,,img_file/154280.jpg,0.015178758,,,,,,,,0.015171433,0.012120926,0.694830163,0.015178758,0.8697,0
,,,,,img_file/154290.jpg,0,,,,,,,,0,0.009383938,0.537932754,0,0,0
,,,,,img_file/154300.jpg,0.017452867,,,,,,,,0.017444444,0.011469184,0.657469139,0.017452867,1,0
,,,,,img_file/154310.jpg,0.632911776,,,,,,,,0.017444444,0.01317718,0.755379759,0.017452867,1,1
,,,,,img_file/154320.jpg,0.001146653,,,,,,,,0.0011461,0.010453734,0.599258642,0.001146653,0.0657,0
,,,,,img_file/154330.jpg,0.014890786,,,,,,,,0.0148836,0.011852815,0.67946072,0.014890786,0.8532,0
